,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Popularity,ID,TMDB Rating
1113,SWORD GAI: The Animation,2018,18+,5.9,,1,0,0,0,1,6.444,78239,6.7
1114,My Life,2014,all,7.9,,1,0,0,0,1,19.313,178,7
1115,Skylanders Academy,2016,7+,6.5,,1,0,0,0,1,7.917,68435,6.7
1116,Powder,1995,13+,6.6,50%,1,0,0,0,1,2.184,63042,0
1117,Dancing Queen,2018,7+,6.9,,1,0,0,0,1,5.066,82949,7
1118,Sid the Science Kid,2008,all,5.4,80%,1,0,0,0,1,5.053,7744,5.6
1119,Cagaster of an Insect Cage,2020,18+,6.1,,1,0,0,0,1,8.897,94795,8.4
1120,Absurd Planet,2020,7+,3.8,,1,0,0,0,1,2.024,101836,5.7
1121,Last Chance to See,2009,7+,8.3,,1,0,0,0,1,1.4,31182,7
1122,The Prince of Tennis,2019,,8.3,,1,0,0,0,1,21.43,27845,8.3
1123,Behind Enemy Lines,2001,13+,6.4,37%,1,0,0,0,1,,,
1124,Chuggington,2008,all,5.9,,1,1,0,0,1,10.454,20407,6.3
1125,Triad Princess,2019,18+,7.0,,1,0,0,0,1,4.201,96049,6.7
1126,Bitter Daisies,2018,18+,7.2,,1,0,0,0,1,7.98,88027,7
1127,Steampunk'd,2015,,5.8,,1,1,0,0,1,0.6,104289,0
1128,Old Money,2015,7+,7.6,,1,0,0,0,1,1.861,62703,5.9
1129,Trailer Park Boys: Out of the Park: Europe,2016,18+,6.6,,1,0,0,0,1,2.819,68375,5.8
1130,Bel Ami,2013,,6.3,,1,0,0,0,1,1.393,65020,0
1131,Fastest Car,2018,,7.1,,1,0,0,0,1,22.828,78412,8
1132,"Nisman: El fiscal, la presidenta y el espía",2020,,7.7,,1,0,0,0,1,2.716,97164,6.8
1133,1994,2019,18+,8.0,,1,0,0,0,1,5.47,58761,7.8
1134,Shadow,2019,7+,6.5,,1,0,0,0,1,66.293,12313,8.6
1135,Jailbirds,2019,18+,7.2,,1,0,0,0,1,0.989,89295,7.3
1136,To Be Continued,2015,all,,,1,0,0,0,1,0.6,89438,0
1137,Peasants Rebellion,2018,,8.9,,1,0,0,0,1,,,
1138,Raiders of the Lost Art,2016,all,8.1,,1,0,0,0,1,0.6,92398,0
1139,Borderline,2016,16+,7.1,,1,0,0,0,1,2.79,67387,6.9
1140,Refresh Man,2016,,7.6,,1,0,0,0,1,2.132,65863,5.8
1141,Granblue Fantasy: The Animation,2017,,6.4,,1,0,1,0,1,8.572,69820,6.8
1142,El día menos pensado,2020,,7.4,,1,0,0,0,1,2.844,101262,4
1143,Geronimo Stilton,2009,all,6.7,,1,0,1,0,1,4.813,32066,7.8
1144,Kikoriki,2004,all,7.4,,1,0,0,0,1,35.083,6589,7.1
1145,Oh My Ghost,2015,,7.2,,1,0,0,0,1,1.565,83229,0
1146,Meet the Drug Lords: Inside the Real Narcos,2018,7+,7.6,,1,0,0,0,1,2.411,84956,7.7
1147,Atelier,2015,16+,7.4,,1,0,0,0,1,0.849,77970,0
1148,Raja Rasoi Aur Anya Kahaniyan,2015,,8.8,,1,0,1,0,1,,,
1149,Scam City,2012,,8.0,,1,0,0,0,1,1.116,59580,6.6
1150,Enemigo íntimo,2018,16+,7.7,,1,0,0,0,1,202.93,77341,6.4
1151,Hardy Bucks,2010,7+,8.3,,1,0,0,0,1,1.389,21493,8
1152,The A List,2018,,5.3,,1,0,0,0,1,16.642,85427,7.1
1153,The Piano Forest,2018,7+,7.1,,1,0,0,0,1,10.807,78471,5.1
1154,Little Lunch,2014,all,8.2,,1,0,0,0,1,0.688,68472,8.3
1155,Wild Catch / Chasing Monsters,2016,,7.6,,1,0,0,0,1,1.504,69978,7.3
1156,Kaçak,2013,,6.7,,1,0,0,0,1,5.3,63858,7
1157,Sweet Magnolias,2020,16+,6.9,,1,0,0,0,1,23.097,102904,7.7
1158,The Break with Michelle Wolf,2018,18+,5.2,81%,1,0,0,0,1,1.4,79168,4.7
1159,The Dark Charisma of Adolf Hitler,2012,,7.3,,1,0,0,0,1,2.745,55585,7.5
1160,White Rabbit Project,2016,7+,6.9,,1,0,0,0,1,4.227,69008,6.8
1161,Last,2015,16+,7.5,,1,0,0,0,1,113.255,67027,7.7
1162,Moving Art,2007,7+,8.7,,1,0,0,0,1,0.6,86866,8.5
1163,Solomon's Perjury,2016,,7.5,,1,0,0,0,1,3.529,68815,6.3
1164,The Disastrous Life of Saiki K.: Reawakened,2019,,7.8,,1,0,0,0,1,2.523,97009,9
1165,Lost & Found Music Studios,2015,all,6.7,,1,0,0,0,1,132.106,4607,7.9
1166,Lords and Ladles,2015,,8.1,,1,0,0,0,1,,,
1167,Summertime,2020,18+,6.7,,1,0,0,0,1,15.311,100333,7
1168,Transformers: Robots In Disguise,2015,all,6.0,,1,0,0,0,1,9.645,63090,7.1
1169,Fried,2015,,6.2,,1,0,0,0,1,1.96,63810,5.6
1170,Monty Don's Italian Gardens,2011,,8.3,,1,0,0,0,1,0.624,60100,8
1171,The Epic Tales of Captain Underpants,2018,7+,6.8,,1,0,0,0,1,8.583,80805,9
1172,Followers,2020,18+,6.2,,1,0,0,0,1,4.168,98772,6.7
1173,Back to 1989,2016,,8.2,,1,0,0,0,1,0.844,69446,8.5
1174,The Story of Maths,2008,all,8.0,,1,0,0,0,1,1.074,19735,7.3
1175,Strangers From Hell,2019,,8.0,,1,0,0,0,1,3.239,89959,8.9
1176,Examination of Conscience,2019,18+,8.0,,1,0,0,0,1,1.694,86169,8.3
1177,Go! Go! Cory Carson,2020,all,8.1,,1,0,0,0,1,2.121,97266,7
1178,Ghost-Seeing Detective Cheo-Yong,2014,16+,7.3,,1,0,0,0,1,3.98,63470,7.4
1179,I Hear You,2019,all,7.8,,1,0,0,0,1,2.813,87299,9.7
1180,The Cat in the Hat Knows a Lot About That!,2010,all,6.5,,1,0,1,0,1,8.497,32896,6.8
1181,Dinosaur King,2007,7+,5.5,,1,0,0,0,1,37.55,21409,8.2
1182,The Club,2019,,6.2,,1,0,0,0,1,37.748,100412,8
1183,72 Dangerous Animals: Latin America,2017,16+,6.8,,1,0,0,0,1,17.662,76453,7
1184,Amazing Interiors,2018,all,6.7,,1,0,0,0,1,1.496,81001,6.5
1185,The Forest of Love: Deep Cut,2020,,6.5,,1,0,0,0,1,1.7,102846,8.7
1186,Levius,2019,,7.0,,1,0,0,0,1,3.293,93899,8.4
1187,Blackstone,2011,,7.3,,1,0,0,0,1,1.4,39077,7
1188,Prank Encounters,2019,18+,5.0,40%,1,0,0,0,1,10.928,94515,7.4
1189,Amazing Hotels: Life Beyond the Lobby,2017,,7.7,,1,0,0,0,1,1.492,73715,8.7
1190,Dragon Pilot: Hisone and Masotan,2018,16+,6.9,,1,0,0,0,1,8.43,78473,7.7
1191,Interior Design Masters,2019,,6.7,,1,0,0,0,1,0.956,94750,6
1192,Mighty Little Bheem,2019,all,7.9,,1,0,0,0,1,1.806,88393,7.8
1193,100% Hotter,2016,,4.4,,1,0,0,0,1,1.654,74632,4
1194,Legend of Chu and Han,2012,,,,1,0,0,0,1,1.605,41146,8
1195,Keeping up with the Joneses,2010,,8.5,,1,0,0,0,1,0.84,34460,0
1196,Apache: La vida de Carlos Tevez,2019,18+,7.9,,1,0,0,0,1,15.609,92443,6.8
1197,Flavorful Origins,2019,all,7.6,,1,0,0,0,1,2.237,86742,7
1198,Pup Academy,2019,,6.6,,1,0,0,0,1,4.411,93265,9.5
1199,Oyunbozan,2019,,6.8,,1,0,0,0,1,2.047,85459,0
1200,Take My Brother Away,2018,all,7.9,,1,0,0,0,1,5.236,70972,6.5
1201,Coach Snoop,2016,all,6.8,,1,0,0,0,1,1.989,76808,7
1202,Johnny Test,2005,all,4.9,,1,0,0,0,1,18.072,1769,5.4
1203,Ask the Storybots,2016,all,8.1,,1,0,0,0,1,2.605,70437,7.5
1204,Blown Away,2019,7+,6.8,,1,0,0,0,1,1.4,91056,6.5
1205,Wild Arabia,2013,all,8.0,,1,0,0,0,1,1.382,55757,6.2
1206,Glitter Force,2012,,6.5,,1,0,0,0,1,5.494,90536,10
1207,Pac-Man and the Ghostly Adventures,2013,7+,4.8,,1,0,1,0,1,6.052,44593,7.3
1208,True Crime,2010,,6.3,,1,0,0,0,1,9.379,72496,7.6
1209,Hibana: Spark,2016,,8.1,,1,0,0,0,1,4.557,66660,7.7
1210,Back with the Ex,2019,,6.3,,1,0,0,0,1,1.4,85830,6
1211,72 Dangerous Animals: Asia,2018,16+,6.6,,1,0,0,0,1,14.159,81520,6.5
1212,Danger Mouse,2015,all,7.1,,1,0,0,0,1,9.019,3474,7.7
1213,The Story of Us with Morgan Freeman,2017,,7.5,,1,0,0,0,1,3.756,74236,7.4
1214,The Comedy Lineup,2018,18+,5.7,100%,1,0,0,0,1,0.754,80366,5.5
1215,Monzón: A Knockout Blow,2019,18+,8.0,,1,0,0,0,1,6.739,90614,8
1216,The Beginning of Life: The Series,2016,all,7.6,,1,0,0,0,1,0.942,69014,7.3
1217,Selling Sunset,2019,,5.5,,1,0,0,0,1,9.695,87826,6.5
1218,Sintonia,2019,18+,6.6,,1,0,0,0,1,3.525,78074,7.8
1219,Holiday Secrets,2019,16+,6.4,,1,0,0,0,1,2.442,95465,6.2
1220,Kevin Hart: Don't F**k This Up,2019,18+,6.5,,1,0,0,0,1,1.383,95609,5.6
1221,Maniac,2015,,7.0,,1,0,0,0,1,19.031,73411,7.5
1222,Lost Song,2018,16+,7.1,,1,0,0,0,1,7.033,78375,8.1
1223,Yago,2016,7+,7.2,,1,0,0,0,1,1.081,66517,7.3
1224,Nura: Rise of the Yokai Clan,2010,,7.6,,1,1,0,0,1,16.568,37471,6.7
1225,The Great Interior Design Challenge,2014,7+,7.3,,1,0,0,0,1,1.132,79217,7
1226,My Little Lover,2015,,6.9,,1,0,0,0,1,2.409,65778,5.2
1227,Tientsin Mystic,2017,7+,7.3,,1,0,0,0,1,4.568,73031,7
1228,Nadiya's Time to Eat,2019,,7.4,,1,0,0,0,1,0.84,91274,0
1229,Redfern Now,2012,,8.0,,1,0,0,0,1,2.135,46402,8
1230,Super Drags,2018,18+,5.6,,1,0,0,0,1,2.418,83414,5.1
1231,Just You,2013,,7.4,,1,0,0,0,1,0.6,94586,0
1232,Zak Storm,2016,,7.1,,1,0,0,0,1,4.439,73945,8
1233,An Hour to Save Your Life,2014,,8.9,,1,0,0,0,1,0.881,65026,8
1234,Yanxi Palace: Princess Adventures,2019,,6.0,,1,0,0,0,1,2.78,96997,0
1235,Gentlemen & Gangsters,2016,,7.0,,1,0,0,0,1,7.014,2349,7.5
1236,Malibu Rescue: The Series,2019,,5.1,,1,0,0,0,1,9.333,85958,8.3
1237,Toon,2016,,7.7,,1,0,0,0,1,19.106,1830,7.5
1238,Monkey Planet,2014,7+,8.5,,1,0,0,0,1,0.917,76862,9.5
1239,Monster Garage,2002,7+,5.9,,1,0,0,0,1,2.662,174,4.9
1240,Filinta : Bir Osmanlı Polisiyesi,2014,,6.7,,1,0,0,0,1,4.504,63030,6.7
1241,Oscar's Oasis,2010,,7.5,,1,0,0,0,1,2.92,39914,7.8
1242,Brojects,2016,,8.0,,1,0,0,0,1,0.6,73181,8
1243,The Murder Detectives,2015,,7.7,,1,0,0,0,1,1.159,64562,7.5
1244,PopPixie,2011,all,5.6,,1,0,0,0,1,1.4,68350,6
1245,The Bionic Vet,2010,,8.7,,1,0,0,0,1,0.6,33115,0
1246,Ladies Up,2020,,4.1,,1,0,0,0,1,0.951,101090,0
1247,Angry Birds Toons,2013,all,6.2,,1,0,0,0,1,4.22,46848,6.4
1248,Maradona in Mexico,2019,,7.3,,1,0,0,0,1,4.837,95387,7.2
1249,Nowhere Man,2019,18+,5.4,,1,0,0,0,1,4.976,10494,7.6
1250,Cheer Squad,2016,7+,7.3,,1,0,0,0,1,1.494,67528,7.2
1251,Motown Magic,2018,all,7.9,,1,0,0,0,1,0.981,83689,8
1252,Pop Team Epic,2018,18+,6.8,,1,0,1,0,1,11.312,76139,6.8
1253,A Little Help with Carol Burnett,2018,,6.0,,1,0,0,0,1,1.39,73113,7
1254,Fartsa,2015,,6.5,,1,0,0,0,1,3.721,63450,7.3
1255,Mia and Me,2012,all,6.6,,1,0,0,0,1,12.826,52051,6.3
1256,Warrior,2018,,6.7,,1,0,0,0,1,109.823,87689,8.2
1257,Pega Pega,2017,,6.3,,1,0,0,0,1,0.6,75298,0
1258,Oddbods,2015,7+,6.3,,1,1,1,0,1,2.3,69173,8
1259,VR Troopers,1994,7+,5.7,,1,0,0,0,1,7.443,518,6.7
1260,Nightmare Teacher,2016,,7.1,,1,0,0,0,1,1.578,67842,8.1
1261,Legend Quest,2017,7+,7.5,,1,0,0,0,1,1.094,40056,0
1262,On Children,2018,,7.3,,1,0,0,0,1,0.6,21613,0
1263,Legend Quest: Masters of Myth,2019,,8.2,,1,0,0,0,1,1.522,94462,10
1264,Don't Call Me Crazy,2013,,7.5,,1,0,0,0,1,0.6,73190,7
1265,Taco Chronicles,2019,7+,8.5,,1,0,0,0,1,2.569,91065,4
1266,The Big Family Cooking Showdown,2017,7+,7.1,,1,0,0,0,1,2.126,74853,7.3
1267,Inhuman Resources,2020,,7.1,,1,0,0,0,1,8.465,101690,6.9
1268,Fearless,2016,,7.1,,1,0,0,0,1,4.229,72289,6.1
1269,Archibald's Next Big Thing,2019,7+,7.7,,1,0,0,0,1,4.043,93310,8.7
1270,Killer Women with Piers Morgan,2016,,6.5,,1,0,0,0,1,1.4,66512,7.8
1271,Memory Love,2017,,8.2,,1,0,0,0,1,0.6,37384,0
1272,Minute to Win It,2010,7+,5.1,,1,0,0,0,1,1.4,32412,5.6
1273,Wildest Islands,2012,,8.1,,1,0,1,0,1,1.563,60773,9
1274,Buddy Thunderstruck,2017,7+,7.6,,1,0,0,0,1,2.043,70454,7.8
1275,West Coast Customs,2011,,6.1,,1,0,1,0,1,1.4,91963,10
1276,Ice Road Rescue,2015,,8.6,,1,0,0,0,1,1.099,72482,8
1277,Cain and Abel,2009,,7.7,,1,0,0,0,1,3.875,38971,7.4
1278,Bernard,2006,7+,6.1,,1,0,1,0,1,4.213,7011,5.2
1279,Monkey Life,2007,,8.8,,1,0,0,0,1,1.124,27268,0.5
1280,Strawberry Shortcake,2003,all,4.8,,1,0,0,0,1,8.661,16033,6.6
1281,Los heroes del norte,2011,16+,7.2,,1,0,0,0,1,10.4,54583,8.2
1282,Big Bad Beetleborgs,1996,7+,6.3,,1,0,0,0,1,2.825,2136,5.7
1283,Moving On,2009,,7.3,,1,0,1,0,1,4.507,18632,5.9
1284,Beat Bugs,2016,all,7.6,,1,0,0,0,1,13.776,67264,7.3
1285,Basketball or Nothing,2019,7+,7.5,,1,0,0,0,1,2.493,91794,8
1286,The Iliza Shlesinger Sketch Show,2020,18+,4.8,,1,0,0,0,1,1.889,101255,6
1287,Netflix Presents: The Characters,2016,,5.1,,1,0,0,0,1,2.405,65977,4.7
1288,Days We Stared at the Sun,2010,16+,7.9,,1,0,0,0,1,1.4,57059,5.7
1289,Julie's Greenroom,2017,,8.3,,1,0,0,0,1,2.578,69137,8.2
1290,13 Reasons Why: Beyond the Reasons,2017,18+,6.5,,1,0,0,0,1,5.591,80865,6.5
1291,La Ley secreta,2018,,7.4,,1,0,0,0,1,5.491,82261,8
1292,Dinotrux,2015,7+,7.0,,1,0,0,0,1,4.177,63350,7.6
1293,Talking Tom and Friends,2014,all,6.2,,1,0,0,0,1,9.185,81425,8
1294,Re:Mind,2017,18+,5.0,,1,0,0,0,1,1.187,77156,5.7
1295,Diamond Lover,2015,,6.2,,1,0,0,0,1,15.306,63360,7.5
1296,Outback Truckers,2012,,7.5,,1,0,0,0,1,3.758,59124,8.2
1297,Astronomy Club: The Sketch Show,2019,18+,6.9,,1,0,0,0,1,0.699,96218,8
1298,MegaTruckers,2012,,6.9,,1,0,0,0,1,0.87,56584,7
1299,The Fix,2018,18+,7.1,,1,0,0,0,1,7.144,81922,7.3
1300,The World's War: Forgotten Soldiers of Empire,2014,,7.6,,1,0,0,0,1,0.631,75772,9
1301,Rostered On,2017,16+,8.4,,1,0,0,0,1,0.674,88020,7
1302,ThirtTEEN Terrors,2014,16+,6.9,,1,0,0,0,1,,,
1303,Molang,2015,all,8.4,,1,0,1,0,1,2.332,84508,8
1304,The Lies Within,2019,,6.7,,1,0,0,0,1,2.788,94425,8.2
1305,Homes By the Sea,2014,,8.2,,1,0,0,0,1,1.4,68105,7
1306,Samantha!,2018,7+,6.5,,1,0,0,0,1,7.998,2739,6.4
1307,Hero Mask,2018,16+,6.2,,1,0,0,0,1,4.166,84646,6.2
1308,First and Last,2018,18+,6.8,,1,0,0,0,1,12.048,82157,7.5
1309,Extraterrestrial,2014,,5.0,30%,1,0,0,0,1,1.4,83808,0
1310,Loving Ibiza: Series,2013,,5.7,,1,0,0,0,1,1.4,65055,6.3
1311,Witch Hunt: A Century of Murder,2015,18+,7.1,,1,0,0,0,1,1.4,85934,0
1312,Close Your Eyes Before It's Dark,2016,,7.2,,1,0,0,0,1,1.4,81900,0
1313,Possessed,2019,,6.9,,1,0,0,0,1,1.72,107367,0
1314,Shine On with Reese,2018,,7.6,,1,0,0,0,1,1.4,80960,7
1315,My Sassy Girl,2017,,7.0,,1,0,0,0,1,0.6,48772,0
1316,Dirt Every Day,2013,,8.2,,1,0,0,0,1,0.655,73239,7
1317,Haunted,2018,18+,4.5,,1,0,0,0,1,21.919,83247,7.1
1318,Mother Goose Club,2010,,7.4,,1,0,1,0,1,,,
1319,The Horn,2016,,8.4,,1,0,0,0,1,1.122,569,9
1320,Supervolcano,2005,7+,6.7,,1,0,0,0,1,,,
1321,Yu-Gi-Oh! Zexal,2011,7+,4.8,,1,1,1,0,1,16.513,45854,6.4
1322,Friday Night Tykes,2014,16+,6.8,,1,0,0,0,1,1.622,64896,6.8
1323,Horrid Henry,2006,7+,6.1,,1,0,1,0,1,2.994,43183,7.3
1324,Go Back To Where You Came From,2011,18+,8.1,,1,0,0,0,1,1.128,39609,8
1325,Swift and Shift Couriers,2008,18+,7.6,,1,0,0,0,1,1.4,8027,6
1326,Bare Knuckle Fight Club,2017,,6.9,,1,0,0,0,1,0.723,78691,6.8
1327,Kuromukuro,2016,16+,7.2,,1,0,0,0,1,3.144,66080,7.1
1328,Booba,2014,all,7.1,,1,0,1,0,1,1.61,81700,7.7
1329,Burnistoun,2009,16+,7.9,,1,0,0,0,1,1.4,32125,8.5
1330,Rosario Tijeras,2016,,5.9,,1,0,0,0,1,48.101,74428,7.3
1331,Project Mc²,2015,all,6.0,,1,0,0,0,1,4.857,63454,8.1
1332,Campus,2009,16+,7.4,,1,0,0,0,1,2.487,31411,7.1
1333,Historical Roasts,2019,18+,5.3,,1,0,0,0,1,1.058,89755,5.5
1334,Total Drama Action,2009,7+,,,1,0,0,0,1,4.903,8616,7.6
1335,Goldie & Bear,2015,all,6.4,,1,0,0,0,1,2.598,62328,4.9
1336,45 RPM,2019,16+,7.3,,1,0,0,0,1,3.99,83931,7
1337,Turbo FAST,2013,7+,6.6,,1,0,0,0,1,2.73,63157,6.8
1338,Storage Wars: Northern Treasures,2017,18+,5.7,,1,0,1,0,1,,,
1339,What Happens to My Family?,2014,,8.4,,1,0,0,0,1,5.502,70525,6
1340,Inside the Criminal Mind,2018,18+,5.4,,1,1,0,0,1,1.4,81999,6.4
1341,Estocolmo,2016,18+,5.8,,1,0,0,0,1,0.733,68387,6
1342,Bala Loca,2016,,8.1,,1,0,0,0,1,1.715,67718,8
1343,Ingress: The Animation,2018,all,6.5,,1,0,0,0,1,10.714,83238,7.6
1344,Nature's Weirdest Events,2012,all,6.8,,1,0,0,0,1,1.4,55341,6.7
1345,My Little Pony: Equestria Girls,2017,all,6.5,,1,0,0,0,1,5.754,72499,8.8
1346,Snow Wolf Family and Me,2014,all,8.2,,1,0,0,0,1,1.097,86273,0
1347,The Good Cop,2015,,7.5,,1,0,0,0,1,10.958,80308,6.3
1348,Monty Python's Fliegender Zirkus,1972,,8.2,,1,0,0,0,1,0.62,16382,7
1349,My Only Love Song,2017,,6.7,,1,0,0,0,1,9.271,70372,8.1
1350,21 Thunder,2017,18+,6.2,,1,0,0,0,1,2.127,73071,6.3
1351,Sugar Rush Christmas,2019,,6.8,,1,0,0,0,1,2.337,95953,0
1352,Tong: Memories,2016,7+,7.7,,1,0,0,0,1,0.601,92930,0
1353,Smoking,2018,18+,7.5,,1,0,0,0,1,1.943,3766,8.1
1354,Heavy Rescue: 401,2017,7+,6.9,,1,0,0,0,1,1.726,70378,7.7
1355,LEGO Friends,2012,all,5.2,,1,1,1,0,1,3.48,68820,5
1356,Fall In Love With Me,2014,,7.1,,1,0,0,0,1,1.4,65864,0
1357,Bat Pat,2016,,,,1,0,1,0,1,1.535,71606,7
1358,Ainori Love Wagon: Asian Journey,2017,,6.9,,1,0,0,0,1,1.583,80513,7.3
1359,The Magic School Bus Rides Again,2017,all,6.2,,1,0,0,0,1,16.191,73472,6.9
1360,Criminal: Germany,2019,,,,1,0,0,0,1,7.153,93886,6.9
1361,Strawberry Shortcake's Berry Bitty Adventures,2010,all,6.1,,1,0,0,0,1,3.816,33835,8.5
1362,Wonders of the Monsoon,2014,,8.1,,1,0,0,0,1,0.6,68419,0
1363,Hyori's Bed and Breakfast,2017,,8.5,,1,0,0,0,1,2.823,72763,8.7
1364,The Prince Who Turns into a Frog,2005,,7.2,,1,0,0,0,1,1.316,6363,7
1365,Love O2O,2016,16+,8.0,,1,0,0,0,1,10.892,66776,5.2
1366,Zig and Sharko,2011,all,6.8,,1,0,0,0,1,8.271,39952,4.3
1367,Some Assembly Required,2014,all,3.5,,1,0,1,0,1,6.866,62792,6
1368,Anjaan: Rural Myths,2018,,6.1,,1,0,0,0,1,1.4,85546,6
1369,Afflicted,2018,18+,4.9,,1,0,0,0,1,11.574,81521,4.8
1370,Baby Daddy,2015,16+,6.0,78%,1,0,0,0,1,27.849,42272,6.9
1371,Romance of Our Parents,2014,,7.6,,1,0,0,0,1,5.014,79278,10
1372,Fantastic,2016,16+,7.3,,1,0,0,0,1,10.364,2901,6.6
1373,Strong,2016,7+,7.3,,1,0,0,0,1,15.416,4544,8
1374,Battlefish,2018,,7.2,,1,0,0,0,1,0.894,82498,8
1375,VeggieTales in the City,2017,,6.1,,1,0,0,0,1,1.575,73479,6.7
1376,Chug,2014,,8.1,,1,0,0,0,1,0.6,91886,8
1377,Grizzy & the Lemmings,2016,all,6.6,,1,0,0,0,1,4.9,74415,7.7
1378,Six Windows in the Desert,2020,,3.9,,1,0,0,0,1,0.964,99844,10
1379,Apaches,2015,18+,6.9,,1,0,0,0,1,4.395,63378,7.3
1380,Crime Diaries: Night Out,2019,,7.8,,1,0,0,0,1,9.413,89008,7.1
1381,Puerta 7,2020,18+,5.5,,1,0,0,0,1,10.896,99633,7.2
1382,Pacto de Sangue,2018,,7.0,,1,0,0,0,1,1.202,81938,7
1383,Lockdown,2006,7+,7.3,,1,0,0,0,1,3.675,65815,7
1384,Fate/EXTRA Last Encore,2018,18+,5.3,,1,0,0,0,1,15.779,76123,7.2
1385,Living Undocumented,2019,18+,6.3,,1,0,0,0,1,1.275,93723,6.3
1386,Dawn of the Croods,2015,7+,5.9,,1,0,0,0,1,8.62,64783,6.9
1387,Spirit Riding Free: Riding Academy,2020,,7.1,,1,0,0,0,1,5.768,101400,8.9
1388,The New Adventures of Figaro Pho,2015,all,7.1,,1,1,0,0,1,0.659,73903,0
1389,StarBeam,2020,,7.2,,1,0,0,0,1,2.927,101396,5.6
1390,Goodbye Mr. Black,2016,,6.8,,1,0,0,0,1,5.716,65746,5.5
1391,Monster Fish,2007,,6.7,,1,1,0,0,1,,,
1392,Ocean Mysteries with Jeff Corwin,2011,all,8.2,,1,0,1,0,1,2.98,43213,0
1393,Spectros,2020,18+,4.4,,1,0,0,0,1,2.099,99573,7.4
1394,revisions,2019,18+,6.1,,1,0,0,0,1,2.995,83105,6.7
1395,The Mortified Guide,2018,18+,7.8,,1,0,0,0,1,1.168,77291,7.5
1396,Dragons: Rescue Riders,2019,7+,6.4,,1,0,0,0,1,4.887,94045,5
1397,Conspiracy,2015,,6.3,,1,0,0,0,1,1.4,64192,5.5
1398,Real Rob,2015,18+,6.4,,1,0,0,0,1,4.571,64823,5.1
1399,Too Young to Die,2012,,7.2,,1,0,0,0,1,2.862,69831,7
1400,World's Busiest Cities,2017,,7.3,,1,0,0,0,1,0.6,73534,8
1401,White Nights,2016,,7.0,,1,0,0,0,1,6.789,68410,7.8
1402,Canada's Worst Handyman,2006,7+,4.6,,1,0,0,0,1,1.96,1728,5
1403,A Taiwanese Tale of Two Cities,2018,,6.3,,1,0,0,0,1,2.317,82110,7.3
1404,Hotel Transylvania,2017,7+,5.3,,1,0,0,0,1,4.201,72442,6.4
1405,Tales of Irish Castles,2015,7+,7.3,,1,0,0,0,1,0.6,106577,0
1406,India's Frontier Railways,2015,,7.9,,1,0,0,0,1,0.6,104435,0
1407,Prisoner Zero,2016,,7.8,,1,0,0,0,1,1.161,73639,8
1408,Sniffer,2013,,6.6,,1,0,1,0,1,8.081,65819,7.1
1409,Magmel of the Sea Blue,2019,7+,6.2,,1,0,0,0,1,14.628,85841,5.8
1410,Razia Sultan,2015,,5.7,,1,0,0,0,1,0.691,87363,0
1411,Really Me!,2011,,5.3,,1,0,0,0,1,1.251,39109,5
1412,The Unremarkable Juanquini,2020,16+,4.1,,1,0,0,0,1,11.33,103505,7
1413,The Who Was? Show,2018,,6.5,,1,0,0,0,1,1.4,79431,6.5
1414,Age of Rebellion,2018,,8.6,,1,0,0,0,1,2.209,82617,6
1415,Lo que la verdad esconde: El caso Asunta,2017,16+,7.4,,1,0,0,0,1,0.855,90421,0
1416,Castlevania: Hymn of Blood,2012,18+,7.8,,1,0,0,0,1,1.96,55663,0
1417,Age of Glory,2016,,7.7,,1,0,0,0,1,0.62,32844,7
1418,We Speak Dance,2018,7+,7.5,,1,0,0,0,1,0.697,79078,8.3
1419,Ninja Turtles: The Next Mutation,1997,7+,4.4,,1,0,0,0,1,5.935,3909,5.7
1420,Don't Watch This,2018,16+,3.2,,1,0,0,0,1,1.476,83560,3.1
1421,Saving Mrs. Go Bong Shil,2011,,7.5,,1,0,0,0,1,2.067,88057,0
1422,The Mekong River with Sue Perkins,2014,,7.7,,1,0,0,0,1,0.887,86321,8
1423,Monty Python's Personal Best,2006,16+,8.0,,1,0,0,0,1,1.492,2130,8
1424,Fire Chasers,2017,,6.6,,1,0,0,0,1,1.4,73807,6.7
1425,Ainori Love Wagon: African Journey,2020,,7.4,,1,0,0,0,1,0.845,102496,8
1426,Pacific Heat,2016,16+,5.7,17%,1,0,0,0,1,2.265,68962,5.3
1427,72 Dangerous Places to Live,2016,18+,6.4,,1,0,0,0,1,1.606,70169,4.8
1428,A Cook Abroad,2015,,7.4,,1,0,0,0,1,0.938,65033,7
1429,The Investigator: A British Crime Story,2016,,5.7,,1,0,0,0,1,1.614,67172,5.3
1430,Mythomanic,2019,,6.8,,1,0,0,0,1,,,
1431,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,18+,6.6,,1,0,0,0,1,5.347,80280,8
1432,Hello Ninja,2019,all,7.5,,1,0,0,0,1,3.79,95071,5.5
1433,Murderous Affairs,2016,16+,6.7,,1,0,0,0,1,1.137,78878,7
1434,Exhibit A,2019,18+,6.2,,1,0,0,0,1,10.999,90725,8
1435,Extreme Engagement,2019,18+,5.5,,1,0,0,0,1,1.246,91047,6
1436,Cupcake & Dino - General Services,2018,7+,7.5,,1,0,0,0,1,2.233,32994,5.5
1437,Earth to Luna!,2014,all,7.4,,1,0,1,0,1,0.6,76413,4
